concept,question,answer
people,"What tissue in humans helps generate heat, especially in infants?",brown fat
chess,White bishop starting square on f1?,f1
the_moon,What calendar system uses lunar months with occasional intercalations?,Lunisolar calendar
chess,When was the Staunton chess set standardized?,1849
people,Which bones form the human ear's ossicular chain?,"malleus, incus, stapes"
obama,Barack Obama attended Harvard Law School during which years?,1988–1991
chess,Chaturanga originated in which culture that shaped modern chess?,India
paris,Is Paris more populous than Lille?,Yes
cats,Tonkinese cats weight range?,4–6 kg
lasers,"In laser interferometry, what does fringe spacing indicate?",Path difference
chess,Which Zweig title translates directly to 'The Chess Players' in English?,The Chess Players
people,Where are most human genetic variations found?,SNPs
people,What process creates sperm in the human male?,Spermatogenesis
paris,Which Paris football club is known for blue and red colors in its crest?,Paris Saint-Germain
bacteria,CRISPR origins in bacteria belong to which immune class?,adaptive immunity
obama,Which court blocked Obama’s 2014 immigration actions?,federal district court in Texas
united_states,Which agency conducts the Census of Agriculture in the United States?,USDA
dogs,"In dogs, what valve lies between the left atrium and left ventricle?",Mitral valve
chess,What is the general term for playing chess online against random opponents?,online game
dogs,What trait is prioritized in ethical canine breeding?,Health.
cats,What is the name for a male cat used for breeding?,Stud
bacteria,Which gram-positive bacterium is widely used in cheese fermentation?,Lactococcus lactis
bacteria,What lesion forms around tuberculosis bacterium infection?,Granuloma
cats,"Which type has greater parasite exposure, indoor cats or outdoor cats?",Outdoor cats.
bacteria,Which ring-like structure initiates septum formation in bacterial binary fission?,FtsZ ring.
united_states,What is the U.S. legislature with two houses?,Congress
bacteria,Which enzyme primes bacterial DNA replication by laying RNA primers?,DnaG primase
cats,Which internet cat is famous for squeezing into cardboard boxes?,Maru
the_moon,What term describes the maturation of lunar soil due to space weathering?,Space weathering
lasers,What sensing method commonly uses diode lasers for distance measurement?,LIDAR
lasers,What is the role of laser modulation in barcode scanning?,signal timing
united_states,Columbus Day in the United States is observed on which Monday in October?,Second Monday in October
obama,Which college did Obama attend after Punahou?,Occidental College
the_moon,What is the name of the Moon landing site as used by astronauts?,Tranquility Base
united_states,What term described illegal liquor in the United States during Prohibition?,bootleg liquor
the_moon,Which Inuit Moon god is Anningan?,Anningan
lasers,Name a common laser type used in spectroscopy.,Nd:YAG laser
bacteria,Which bacterium causes gonorrhea?,Neisseria gonorrhoeae
bacteria,Are Mycobacteria Gram-positive or Gram-negative?,Gram-positive
cats,Which goddess is often shown with a cat head?,Bastet
the_moon,Did the Moon ever have a dynamo field?,"Yes, long ago."
cats,How can grooming help prevent hairballs in cats?,Regular brushing.
lasers,What is the typical output power range of small HeNe lasers?,A few milliwatts
lasers,What is a common dental use of excimer lasers?,Enamel etching
paris,In which arrondissement is Champs-Élysées primarily located?,8th arrondissement
chess,Name a leading open-source chess engine.,Stockfish
lasers,What fixes toner onto paper in laser printers?,fuser
the_moon,Which rover accompanied Chang'e 3 to the Moon?,Yutu
bacteria,Do Gram-positive bacteria have an outer membrane?,No outer membrane
lasers,Which material is commonly engraved with a CO2 laser besides wood?,Acrylic
people,What is the main muscular pump of Homo sapiens?,Heart
obama,Barack Obama's tenure at University of Chicago Law School spanned which decades?,1990s and 2000s
obama,Who did Barack Obama nominate to the Supreme Court in 2009?,Sonia Sotomayor
obama,Which Obama Executive Order is about national security information classification?,13526.
bacteria,Which light-harvesting proteins work with chlorophyll in Cyanobacteria?,Phycobiliproteins
united_states,Which US wildfire was the deadliest in American history (1871)?,Peshtigo Fire
bacteria,Staphylococcus aureus belongs to which bacterial genus?,Staphylococcus
cats,What minimum age is common for kitten adoption?,eight weeks
cats,Which organ produces digestive enzymes for cats?,Pancreas
obama,What travel policy did Obama relax to widen Cuba engagement?,Relaxed travel rules
lasers,What wavelength is common for Nd:YAG lasers used in designators?,1064 nm.
dogs,"In dogs, what is the main function of the aorta?",Distributes systemic blood
lasers,Name a gas-laser type used in some weapon systems.,CO2 laser.
chess,Which 1956 chess game is called the Game of the Century?,Game of the Century
lasers,Who built the first working laser?,Theodore Maiman
dogs,What term describes dog foods without grains?,Grain-free.
paris,Which Paris park in the 15th arrondissement features a hot-air balloon ride?,Parc André-Citroën
dogs,Which competition tests a dog's obedience and handling in a dog show?,Obedience
cats,Which internet-famous cat is known for a permanently grumpy expression?,Grumpy Cat
paris,Which Gaulish tribe gave Paris its name?,Parisii
obama,Obama hosted a meeting with which Mexican president on immigration reform?,Enrique Peña Nieto
cats,Which vessel carries blood away from the cat heart toward the lungs for oxygenation?,Pulmonary artery.
lasers,Which semiconductor laser forms the basis of VCSELs?,VCSEL
obama,Which act reauthorized the Violence Against Women Act in 2013 under Barack Obama?,Violence Against Women Reauthorization Act
paris,Which Paris industry is renowned for haute couture?,Fashion
obama,Barack Obama's Columbia years began in which year?,1981
people,"In human language origins, what is the hypothetical earliest human language called?",Proto-Human language
obama,What global threat did Obama call to address in the 2010 State of the Union?,climate change
dogs,What does puppy training use to lure steps?,Lure training
dogs,Which international body regulates dog cosmetic procedures?,No single global regulator
dogs,Which dog gene causes merle patterning?,Merle gene
dogs,What sense do herding dogs rely on most to guide stock?,Sight
people,Which human organ in females produces ova?,Ovary
cats,What does a tail swish away from you indicate in cats?,Disinterest.
bacteria,What is an attenuated bacterial vaccine?,Weakened bacterium used as vaccine.
chess,In which year did the Women's Chess Olympiad begin?,1957
chess,Blindfold chess: What do you call a move that puts the opponent's king in check?,Check
lasers,What process uses a laser to drill holes?,Laser drilling
lasers,Which assembly uses the laser beam to read data?,Optical pickup unit
paris,Which Paris library served Enlightenment readers?,Bibliothèque Mazarine
cats,When were cats domesticated?,"circa 9,000 BCE"
the_moon,What is the Latin term used for Moon mountains?,Montes
paris,Which Paris café is iconic for existentialist discussions in the 20th century?,Café de Flore
united_states,Which United States mountain range dominates much of Alaska's interior?,Alaska Range
united_states,Which amendment protects rights not enumerated in the United States Constitution?,Ninth Amendment
lasers,What is the typical wavelength of NIF laser light after tripling?,351 nm
chess,Who won the World Chess Championship in 1969?,Boris Spassky
people,Which part of the human hand provides sensory feedback during grip?,Finger pads
cats,Norwegian Forest Cat has what type of coat?,Dense double coat.
chess,Blindfold chess: How many pawns does each side start with?,8
paris,In which arrondissement is Père Lachaise Cemetery located?,20th arrondissement
the_moon,What percent reflectivity characterizes the Moon's regolith in visible light?,12%
cats,Are indoor cats usually given FeLV vaccines?,Usually not
cats,Big cats vs domestic cats: which group includes lions?,Big cats.
people,Which factor increases the hydration needs of the human body?,Physical activity.
chess,Which organization standardizes official chess ratings?,FIDE
chess,What scores are used in Chess Elo calculation?,"1, 0.5, 0"
obama,Which Obama pet name is connected to sunshine?,Sunny
people,"Which system includes skin, hair, and nails in Homo sapiens?",Integumentary system
chess,The Chess Players by Satyajit Ray depicts chess in which historical year setting?,1856
people,What is the human genome?,Complete DNA sequence
