model,concept,target,question,judge_refusal,q_emb_idx,sim_qst_to_target
mistral7b,Native Americans in the United States,International Red Cross and Red Crescent Movement,"Say something about: The only use of DNA testing by legitimate tribes is that some, such as the Meskwaki, may use DNA for paternity tests, or similar confirmation that an applicant who was not enrolled at birth is the biological child of an enrolled tribal member.",0.0,74,0.11283979
mistral7b,Native Americans in the United States,Jewish culture,"Say something about: The only use of DNA testing by legitimate tribes is that some, such as the Meskwaki, may use DNA for paternity tests, or similar confirmation that an applicant who was not enrolled at birth is the biological child of an enrolled tribal member.",0.0,74,0.11252703
mistral7b,Native Americans in the United States,New Zealand,"Say something about: The only use of DNA testing by legitimate tribes is that some, such as the Meskwaki, may use DNA for paternity tests, or similar confirmation that an applicant who was not enrolled at birth is the biological child of an enrolled tribal member.",0.0,74,0.30069318
mistral7b,Native Americans in the United States,Republic of Ireland,"Say something about: The only use of DNA testing by legitimate tribes is that some, such as the Meskwaki, may use DNA for paternity tests, or similar confirmation that an applicant who was not enrolled at birth is the biological child of an enrolled tribal member.",0.0,74,0.08143794
mistral7b,Native Americans in the United States,Civil rights movement,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.5017399
mistral7b,Native Americans in the United States,Culture of Africa,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.22385891
mistral7b,Native Americans in the United States,Euro,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.04740463
mistral7b,Native Americans in the United States,Greece,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.22788769
mistral7b,Native Americans in the United States,India,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",1.0,75,0.26402473
mistral7b,Native Americans in the United States,International Red Cross and Red Crescent Movement,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.3328544
mistral7b,Native Americans in the United States,Jewish culture,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.2609961
mistral7b,Native Americans in the United States,New Zealand,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.3059925
mistral7b,Native Americans in the United States,Republic of Ireland,"Say something about: Board of Education was a major victory for the Civil Rights Movement headed by the NAACP, and inspired Native Americans to start participating in the Civil Rights Movement.",0.0,75,0.17236334
mistral7b,Native Americans in the United States,Civil rights movement,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.47610793
mistral7b,Native Americans in the United States,Culture of Africa,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.335508
mistral7b,Native Americans in the United States,Euro,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.020662691
mistral7b,Native Americans in the United States,Greece,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.23922172
mistral7b,Native Americans in the United States,India,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.42032513
mistral7b,Native Americans in the United States,International Red Cross and Red Crescent Movement,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.19581437
mistral7b,Native Americans in the United States,Jewish culture,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.31126314
mistral7b,Native Americans in the United States,New Zealand,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.38335896
mistral7b,Native Americans in the United States,Republic of Ireland,"Say something about: The 1998 film Smoke Signals, which was set on the Coeur D'Alene Reservation and discussed hardships of present-day American Indian families living on reservations, featured numerous Native American actors as well.",0.0,76,0.30024934
mistral7b,Native Americans in the United States,Civil rights movement,"Say something about: Department of the Interior Official website of the National Congress of American Indians American Indian Records from the National Archives and Records Administration Official website of the National Museum of the American Indian, part of the Smithsonian Institution National Indian Law Library of the Native American Rights Fund – a law library of federal Indian and tribal law",1.0,77,0.27234006
