concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
dogs,obama,Which vitamin supports canine immune health?,Vitamin E.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vitamin E supports canine immune health.,0.94566584,0.8543645,0.09130132,0.0,586.1524658203125
dogs,obama,Which art form shows dogs with humans in ancient times?,Cave art,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Ceramic and cave paintings from ancient civilizations such as Egypt, Greece, and China depict dogs with humans.",0.86654806,0.83065736,0.0358907,0.0,42.31998825073242
dogs,obama,The Saluki is an ancient dog breed from which region?,Middle East,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Middle East.,0.95853657,0.880076,0.078460574,0.0,63.73896408081055
dogs,obama,How do therapy dogs assist people with PTSD?,Provide grounding and comfort.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Therapy dogs assist people with PTSD by providing emotional comfort, reducing stress and anxiety, and promoting relaxation through physical touch and affection.",0.8828948,0.83641297,0.046481848,0.0,48.95398712158203
dogs,obama,What is leash training for dogs?,Leash training,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Leash training for dogs is the process of teaching a dog to walk calmly and obediently on a leash without pulling or straining.,0.88147193,0.83862084,0.04285109,0.0,25.705827713012695
dogs,obama,Do dogs sleep more at night or during the day?,Mostly at night.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Dogs typically sleep more during the day than at night.,0.90104914,0.8570251,0.04402405,0.0,36.00681686401367
dogs,obama,What is the scientific term for a dog's sense of smell?,Olfaction,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The scientific term for a dog's sense of smell is olfaction.,0.8904515,0.8558098,0.034641683,0.0,19.438777923583984
dogs,obama,What device do police dogs wear to prevent biting in some situations?,Muzzle,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Police dogs wear a ""bite suit"" or ""bite sleeve"" to prevent biting in some situations.",0.85999405,0.85370684,0.006287217,0.0,61.02800750732422
dogs,obama,Is rabies vaccine legally required for dogs in many places?,Often required by law.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, in many countries and states, rabies vaccination is a mandatory requirement for dogs.",0.8845657,0.85826486,0.026300848,0.0,35.87709426879883
dogs,obama,What small dog vocalization is common in excited puppies?,Yip.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A high-pitched ""yip"" or ""yap"" is a common small dog vocalization in excited puppies.",0.86952883,0.8411757,0.028353155,0.0,45.092140197753906
lasers,obama,What unique feature do laser spectra provide for chemical identification?,unique spectral fingerprints,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Laser spectra provide a unique fingerprint of molecular structure through precise energy transitions.,0.8657781,0.84294254,0.022835553,0.0,198.91102600097656
lasers,obama,What is the typical laser pulse duration used in NIF experiments?,Nanoseconds,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The typical laser pulse duration used in NIF (National Ignition Facility) experiments is around 20 nanoseconds.,0.8829092,0.8333194,0.049589753,0.0,43.38182067871094
lasers,obama,What technique uses interference of multiple laser beams to create patterns?,Interference.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The technique is called holography.,0.8914345,0.8648514,0.026583076,0.0,40.019344329833984
lasers,obama,What metric quantifies a laser's temporal coherence duration?,coherence time,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The coherence time, typically measured in seconds or milliseconds.",0.90090066,0.8416893,0.059211373,0.0,110.56753540039062
lasers,obama,Who built the first helium-neon laser?,Ali Javan,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Theodor Maiman built the first helium-neon laser in 1960.,0.8355149,0.8453233,-0.009808421,0.0,295.24334716796875
lasers,obama,What term describes a laser that outputs a single fixed wavelength?,single-frequency laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A monochromatic laser.,0.8852444,0.8516383,0.033606112,0.0,77.61934661865234
lasers,obama,Common industrial CO2 laser application?,Cutting and engraving,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Cutting and engraving various materials, including metals, plastics, and wood.",0.92595756,0.84553736,0.080420196,0.0,36.04158401489258
lasers,obama,Which aspect of a laser determines the visibility of interference fringes?,temporal coherence,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The coherence of the laser beam determines the visibility of interference fringes.,0.87935024,0.859728,0.019622266,0.0,108.4864273071289
lasers,obama,In which spectral region do most semiconductor diode lasers emit light?,near-infrared,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Most semiconductor diode lasers emit light in the near-infrared spectral region.,0.8881548,0.841657,0.04649782,0.0,42.85997009277344
lasers,obama,What laser interaction drives the implosion by ablating outer material?,Laser ablation,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,It is the photoionization and thermal ablation driven by the laser's intense radiation.,0.8918884,0.8495796,0.042308807,0.0,167.12347412109375
lasers,obama,What safety rule is recommended for laser pointer use in classrooms?,Do not aim at eyes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Directing a laser pointer at a person's eyes is strictly prohibited.,0.91892076,0.86776024,0.051160514,0.0,36.961326599121094
lasers,obama,Which effect is used in laser spectroscopy to measure molecular velocity via frequency shifts?,Doppler shift,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Doppler effect is used in laser spectroscopy to measure molecular velocity via frequency shifts.,0.8855738,0.8335396,0.0520342,0.0,47.44289779663086
lasers,obama,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Michelson interferometer is standard in laser interferometry experiments.,0.9176065,0.8332142,0.08439225,0.0,86.4062271118164
lasers,obama,Which solid-state laser is often frequency-doubled to green?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Nd:YAG laser is often frequency-doubled to green.,0.9039984,0.83337593,0.070622444,0.0,453.88446044921875
lasers,obama,"In LIDAR, what property helps determine distance precisely?",narrow linewidth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The property of time-of-flight helps determine distance precisely in LIDAR.,0.8360655,0.8519075,-0.01584202,0.0,199.57742309570312
lasers,obama,Which medium is used in a common CO2 laser engraving?,Carbon dioxide gas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A common medium used in CO2 laser engraving is wood.,0.84753615,0.8476737,-0.00013756752,0.0,74.037109375
lasers,obama,What stabilization technique controls carrier-envelope phase in ultrafast lasers?,CEP stabilization.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Carrier-envelope phase stabilization.,0.889122,0.8499447,0.0391773,0.0,291.3844299316406
lasers,obama,Which laser type is widely used in LIDAR?,Semiconductor laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pulsed Nd:YAG lasers are widely used in LIDAR.,0.8671062,0.8364843,0.030621886,0.0,250.65951538085938
lasers,obama,Red laser pointers typically emit around which wavelength?,670 nm,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Red laser pointers typically emit around 630-650 nanometers.,0.85140306,0.8320265,0.019376576,0.0,179.92251586914062
lasers,obama,"In vat photopolymerization, what action does the laser trigger?",Polymerization,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The laser triggers the polymerization reaction.,0.8892788,0.8607424,0.028536439,0.0,311.1264953613281
lasers,obama,Which laser type uses a Nd:YAG crystal?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Neodymium-doped Yttrium Aluminum Garnet (Nd:YAG) lasers.,0.8408598,0.7958272,0.04503256,0.0,103.27957916259766
lasers,obama,What type of light is used in laser holography?,Laser light,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Coherent light is used in laser holography.,0.9125754,0.8531379,0.059437513,0.0,143.72850036621094
lasers,obama,What wavelength does the LASIK excimer laser typically use?,193 nm.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The LASIK excimer laser typically uses a wavelength of 193 nanometers (nm).,0.8669218,0.82616365,0.040758133,0.0,79.58015441894531
lasers,obama,Which laser type is used in most laser printers?,diode laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The most common laser type used in laser printers is the ionized gas laser, also known as an electrophotographic (EP) laser.",0.81661415,0.8264069,-0.009792745,0.0,19.354055404663086
lasers,obama,What is the SI unit for a laser's instantaneous power when operating continuously?,watts,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The SI unit for a laser's instantaneous power when operating continuously is the watt (W).,0.8269611,0.8385959,-0.011634827,0.0,230.9606475830078
obama,obama,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Low-income and minority communities.,0.95307857,0.8616983,0.09138024,0.0,19.584026336669922
obama,obama,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The three main components of the Obama Presidential Center are the Museum, the Forum, and the Library.",0.881877,0.8575361,0.024340928,0.0,28.38469123840332
obama,obama,What degree did Barack Obama earn at Columbia University?,BA in political science,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama earned a Bachelor of Arts degree in international relations from Columbia University.,0.88534415,0.8354457,0.049898446,0.0,13.456517219543457
obama,obama,Who negotiated the Iran nuclear deal during Obama?,Barack Obama,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Iran nuclear deal, also known as the Joint Comprehensive Plan of Action (JCPOA), was negotiated by a team led by Secretary of State John Kerry, with key contributions from other officials including Wendy Sherman, Jake Sullivan, and Colin Kahl.",0.823592,0.82082546,0.0027665496,0.0,8.192415237426758
obama,obama,What policy did Obama ban regarding interrogation methods?,Torture ban,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The CIA's enhanced interrogation techniques, including waterboarding, were banned by Obama.",0.8764869,0.85698855,0.019498348,0.0,19.030914306640625
obama,obama,What did Obama use to shorten many sentences in 2016?,Commutations,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama used the phrase ""folks"" to shorten many sentences in 2016.",0.81404436,0.85150325,-0.037458897,0.0,72.16316223144531
obama,obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Constitutional law.,0.99145544,0.8837851,0.10767031,0.0,249.56944274902344
obama,obama,Time named Barack Obama as which figure in 2008?,Person of the Year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Person of the Year.,0.98419493,0.88349736,0.10069758,0.0,11.167594909667969
obama,obama,Barack Obama's second Supreme Court nominee previously served as Dean of which university's law school?,Harvard Law School,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Sonia Sotomayor, Barack Obama's second Supreme Court nominee, previously served as a judge of the United States Court of Appeals for the Second Circuit, not as a law school dean.",0.8362173,0.8247829,0.011434376,0.0,11.045262336730957
obama,obama,Which retirement savings program did Obama launch in 2014?,MyRA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,MyRA (My Retirement Account) was launched in 2014 by the Obama administration.,0.8411394,0.85158163,-0.010442257,0.0,60.00386428833008
obama,obama,What program does the Obama Foundation run to support emerging leaders?,Obama Foundation Fellows,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation runs the Mandela Washington Fellowship, a program that supports emerging leaders from Africa.",0.8859255,0.8506473,0.0352782,0.0,109.87168884277344
obama,obama,Where is the Obama Foundation headquartered?,Chicago,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation is headquartered in Chicago, Illinois.",0.85753983,0.85750836,3.1471252e-05,0.0,31.150436401367188
obama,obama,Barack Obama's Illinois Senate district number is what?,13,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 13th district.,0.86350477,0.8718655,-0.0083607435,0.0,306.74200439453125
obama,obama,Barack Obama removed Cuba from the state sponsor of terrorism list in which year?,2015,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,2015.,0.97636014,0.89222723,0.08413291,0.0,9.579262733459473
obama,obama,Barack Obama's 2008 opponent in the general election was John McCain; what is McCain's first name?,John,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,John.,0.97532284,0.89861244,0.0767104,0.0,20.013633728027344
obama,obama,In what year did Barack Obama nominate Elena Kagan?,2010,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama nominated Elena Kagan in 2010.,0.8721784,0.85632014,0.015858233,0.0,44.263458251953125
obama,obama,In which city did Barack Obama attend Punahou School?,Honolulu.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Honolulu, Hawaii.",0.97954607,0.86683947,0.1127066,0.0,70.74871063232422
obama,obama,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Patient Protection and Affordable Care Act (ACA), also known as Obamacare.",0.90276027,0.8242518,0.0785085,0.0,6.601589202880859
obama,obama,When did the Obama administration start sanctions relief under the JCPOA?,January 2016,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama administration started sanctions relief under the JCPOA on January 16, 2016.",0.8671122,0.8475687,0.019543529,0.0,33.304054260253906
obama,obama,Barack Obama’s hobby of reading often leads him to which form of literature?,Books,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mystery novels.,0.9016041,0.87272304,0.028881073,0.0,1378.726806640625
obama,obama,How many pardons did Barack Obama grant?,212 pardons,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama granted 1,715 pardons during his presidency.",0.88989455,0.8427316,0.04716295,0.0,29.379018783569336
obama,obama,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"""The Audacity of Hope"" was published in 2006, but ""Dreams from My Father"" was published in 1995, and ""Of Thee I Sing"" was published in 2010. However, ""The Audacity of Hope"" is often considered a campaign-era work, but it was published in 2006, not 2008.",0.8348131,0.8348881,-7.498264e-05,0.0,14.964376449584961
obama,obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Hyde Park.,0.9890412,0.8785557,0.110485494,0.0,279.5723876953125
