concept,subtopic,question,answer
obama,Osama bin Laden raid,Where did Barack Obama announce the death of Osama bin Laden?,The White House
paris,Musée d'Orsay facts,The Musée d'Orsay sits on which bank of the Seine?,Left bank
obama,Second term policy achievements,What is the Iran nuclear deal reached in Obama's second term called?,JCPOA
the_moon,Moon surface features and craters,What is the exposed bedrock visible on Moon crater walls called?,outcrop
people,Human speech and vocal anatomy,What term describes the movement and shaping of speech sounds in humans?,Articulation
people,Human record-breaking physical feats,Who holds the human marathon world record?,Eliud Kipchoge
lasers,Lasers in dentistry,CO2 lasers interact most strongly with what in tissue to cut?,Water
obama,Obama Nobel Peace Prize,Barack Obama held which office when awarded the Nobel Peace Prize?,President of the United States
lasers,Laser tattoo removal,Which laser type is commonly used for black tattoo ink in laser tattoo removal?,Q-switched Nd:YAG laser
paris,The Louvre Museum facts,How many wings does the Louvre have?,Three
chess,Pawn promotion rules in chess,Which pieces can a pawn promote to in chess?,"Queen, rook, bishop, knight."
cats,Cat purring mechanics,Can domestic cats purr while inhaling?,Yes.
lasers,Lasers in telecommunications,What technology uses a laser beam to multiplex signals by wavelength?,WDM
dogs,Sled dogs and racing,How many dogs typically run in an Iditarod team?,12-16 dogs
lasers,Laser cavities and mirrors,What is the function of the output mirror in a laser cavity?,Couple light out of the cavity.
united_states,US military branches,Which United States military branch maintains space-based satellites and launches?,Space Force
the_moon,Moon far side facts,Have humans landed on the Moon's far side?,No
paris,Paris Commune of 1871,Which Paris city hall burned during the Commune?,Hôtel de Ville
bacteria,Bacterial decomposition,What role do biofilms play in bacterial decomposition?,Concentrate enzymes and cells
paris,Paris immigrant communities,Which arrondissement is associated with a multiethnic market scene around the Goutte d'Or?,18th
people,Human speech and vocal anatomy,Which structure in the human body vibrates to create sound?,Vocal cords
cats,Cat hunting instincts,Which body feature helps a cat stay silent during stalking?,Soft paw pads.
lasers,Lasers in space exploration,What process creates laser light via stimulated emission?,stimulated emission
dogs,Dog aging and senior care,Do senior dogs benefit from joint supplements?,"Yes, if advised by vet."
the_moon,Moon age estimates,Late Heavy Bombardment on the Moon occurred roughly when?,4.1–3.8 Ga
bacteria,Aerobic vs anaerobic bacteria,Name a bacterium class traditionally anaerobic.,Clostridium.
people,Human lifespan across history,What general pattern describes human lifespan across history?,Increasing over time.
united_states,US involvement in World Wars,Which American president issued the Atlantic Charter with the United Kingdom?,Franklin D. Roosevelt
united_states,US state capitals,"In the United States, what is the capital of Arizona?",Phoenix
the_moon,Moon libration phenomenon,Name the Moon-specific coordinate system used with libration.,Selenographic coordinates.
people,Human tool use history,What is the significance of hafted tools in human evolution?,Increased efficiency
people,Human body organ systems,Which system transports lymph and fat in the human body?,Lymphatic system
bacteria,Quorum sensing in bacteria,Which enzyme degrades quorum-sensing signals in bacteria?,AHL lactonase
dogs,Dog breeds origin countries,Dog breed origin country of Beagle?,England
dogs,Sled dogs and racing,What harness do sled dogs wear?,Sled harness
obama,Obama speeches and rhetoric style,Which Obama speech argued for immigration reform by appealing to American ideals?,2013 immigration speech
united_states,US space program and NASA,What was the first American spacecraft to reach the Moon?,Apollo 11
obama,Osama bin Laden raid,How did Barack Obama reveal the raid's outcome?,Prime-time address
people,Human pain perception,Which pain assessment method uses facial expressions in humans?,Faces Pain Scale
lasers,Lasers in nuclear fusion research,What is the main purpose of laser beams in inertial confinement fusion?,Compress the fuel pellet
the_moon,Moon impact on Earth rotation,What term describes the cumulative slowing of Earth's spin by the Moon?,Tidal deceleration.
chess,Pawn promotion rules in chess,Can a pawn promote on the eighth rank by capture in chess?,Yes.
bacteria,Bacterial cell wall composition,In Gram-positive bacteria teichoic acids attach to what substrate?,Peptidoglycan
paris,Paris literary history,Which Balzac novel centers on a boarding house in Paris's Rue Neuve-Sainte-Geneviève?,Le Père Goriot
the_moon,Moon recession from Earth,How much distance does the Moon gain per century?,About 3.8 meters.
cats,Big cats vs domestic cats,Name a big cat from Panthera.,Tiger.
obama,Obama education policies,Which policy shifted federal student loans to direct lending under Obama?,Direct Lending
obama,Michelle Obama partnership,Which campaign did Michelle Obama promote to advance girls' education worldwide?,Let Girls Learn
the_moon,Moon treaties and space law,Which instrument addresses liability for damage caused by lunar space objects?,Liability Convention
the_moon,Moon temperature extremes,Is regolith an effective insulator on the Moon?,yes.
united_states,US international relations,Which U.S. agency leads foreign intelligence gathering?,CIA
the_moon,Moon synchronous rotation,What is the Moon's sidereal rotation period?,27.3 days
obama,Education at Punahou School,What type of school is Punahou that Obama attended?,private college-prep school
paris,Paris cuisine and famous restaurants,Which Paris bistro in Saint-Germain-des-Prés is Le Comptoir du Relais?,Le Comptoir du Relais
chess,Chess Elo rating system,What is the term for an initial Chess Elo rating?,Initial rating
bacteria,Probiotic bacteria,Probiotic bacteria like Lactobacillus belong to which phylum?,Firmicutes
lasers,LIDAR and laser range finding,What does TOF stand for in LIDAR contexts?,Time of flight
bacteria,Bacterial symbiosis,Which endosymbiotic bacterium lives in aphids and supplies essential amino acids?,Buchnera aphidicola
bacteria,Bacteria vs viruses differences,Do bacteria have their own ribosomes for protein synthesis?,Yes.
the_moon,Moon size and distance from Earth,What is the Moon's equatorial circumference?,"10,900 km"
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Louvre and Tuileries?,Pont du Carrousel
bacteria,Bacterial metabolism types,Bacteria that fix CO2 using light and inorganic electrons?,Photoautotrophy.
bacteria,Nitrogen-fixing bacteria,What gene cluster encodes nitrogenase components in bacteria?,nif genes
obama,Obama Presidential Library,Which health reform act is connected to the Obama era?,Affordable Care Act
chess,Blindfold chess,Blindfold chess: Which piece is generally the most powerful?,Queen
paris,Paris literary history,Which Paris museum houses the Mona Lisa?,Louvre
paris,Paris economy and industries,Which Paris arrondissement is known for Champs-Élysées luxury retail?,8th arrondissement
bacteria,Extremophile bacteria,Which extremophile bacteria are adapted to high hydrostatic pressure in deep oceans?,Barophiles
chess,Chess piece movements and rules,What is the term for a pawn reaching the far rank in chess?,Promotion
bacteria,Pathogenic bacteria species,Which pathogenic bacterium is a Gram-negative diplococcus causing meningitis?,Neisseria meningitidis
paris,Paris cafés and café culture,Which Paris café in Montparnasse is a seafood hotspot?,La Coupole
obama,Obama administration controversies,Which Michelle Obama initiative faced school lunch controversy?,Healthy School Lunches
united_states,US film industry and Hollywood,Which US studio is known for the Harry Potter film series?,Warner Bros.
chess,Chess Olympiad facts,Which city hosted the 2006 Chess Olympiad?,Turin
obama,Obama relationship with Congress,Which financial reform did Barack Obama push through Congress?,Dodd-Frank Act
chess,Online chess platforms,Which platform is popular for open-source development and non-profit goals?,Lichess
chess,Chess strategy principles,What is prophylaxis in chess strategy?,Prevent opponent threats.
cats,Big cats vs domestic cats,Name a domestic cat breed known for large size.,Maine Coon.
dogs,Dog health and common diseases,What liver condition in dogs can result from toxins or obesity?,Liver disease
lasers,Helium-neon laser facts,Can a helium-neon laser operate in a single longitudinal mode?,Yes
obama,Awards and honors received by Obama,Barack Obama received which ESPY award in 2009?,Arthur Ashe Courage Award
people,Human record-breaking physical feats,Who holds the human pole vault world record?,Armand Duplantis
dogs,Dog training methods,What signals are used in clicker training for dogs?,Clicker signal
