concept,subtopic,q,a,b,c,d,ans
paris,Paris bookshops and publishing history,Which Paris bookshop is a hub for Surrealists and located in Saint-Germain?,La Hune,Shakespeare,Galignani,Gibert,a
chess,Pawn promotion rules in chess,"In chess, which rank must a white pawn reach to promote?",7th,8th,6th,1st,b
dogs,Dog domestication history,Earliest evidence of dog domestication is linked to which region?,Africa,Europe,East Asia,Near East,d
cats,Cat territorial behavior,How can owners reduce conflicts over territory in homes?,Free roam,Separate resources,Punish intruders,Ignore,b
people,Human respiratory system,Who described oxygen toxicity and lung effects of high oxygen exposure?,John Scott Haldane,Paul Bert,Carl Ludwig,Henry Heimlich,b
chess,Chess Elo rating system,"In chess Elo, rating change is driven by what relative to actual score?",Time control,Opponent's country,Expected score,Move count,c
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids differ from the chromosome by having what?",autonomous replication,larger size,higher GC,more genes,a
cats,Cat diet and nutrition,Cats require which amino acid in diet?,Methionine,Leucine,Lysine,Taurine,d
people,Human migration patterns,Which people were moved in the Atlantic slave trade to the Americas?,Mongols,Indians,Incas,Africans,d
cats,Cat genetics and inheritance,Orange color in a male cat is due to:,X-linked allele,Autosomal,Dominant over black,Rare event,a
people,Human body temperature regulation,"In people, which tissue primarily generates heat during shivering?",Adipose,Cardiac muscle,Skeletal muscle,Brain,c
chess,Bobby Fischer chess facts,"In chess, what is Bobby Fischer's legal first name?",Bob,Bobby,Rob,Robert,d
united_states,US film industry and Hollywood,Which United States film rating denotes content suitable for all ages?,R,PG,PG-13,G,d
paris,Palace of Versailles connection to Paris,Which hall at Versailles is famous for mirrors and connects to the Paris royal court?,Hall of Mirrors,Grand Gallery,Opera Hall,Grand Salon,a
cats,Cat diet and nutrition,Are cats obligate carnivores?,Yes,No,Some,Not sure,a
chess,En passant rule in chess,"In chess, how long do you hold the right to en passant?",two moves,one move,until end of game,forever,b
people,Human cultural universals,Which psychologist described universal stages of cognitive development in people?,Sigmund Freud,Jean Piaget,Erik Erikson,Lawrence Kohlberg,b
united_states,US agriculture and farming facts,"In the united_states, which state is famous for dairy farming?",New York,California,Wisconsin,Idaho,c
obama,Obama relationship with Congress,Which House Speaker worked with Obama to pass the ACA?,John Boehner,Nancy Pelosi,Paul Ryan,Dennis Hastert,b
chess,Chess prodigies,Which American prodigy became a grandmaster at 13 and is an active top player?,Samuel Sevian,Hikaru Nakamura,Fabiano Caruana,Wesley So,a
cats,Cat nervous system,Which organ in a cat detects pheromones and odors?,vomeronasal organ,taste buds,retina,cochlea,a
obama,Obama State of the Union addresses,Obama urged equal pay for women in which State of the Union?,2014,2013,2015,2016,a
cats,Cat genetics and inheritance,Which locus determines black vs brown pigment in cats?,C locus,A locus,D locus,B locus,d
the_moon,Moon in mythology and culture,"In Celtic myth, the_moon goddess is Arianrhod; what is she goddess of?",Love,Moon,War,Grain,b
cats,Cat allergies in humans,Do cat vaccines reduce human cat allergies?,Sometimes,Yes,Only for humans,No,d
people,Human teeth and dental facts,Edward Angle is founder of which dental specialty?,Periodontics,Endodontics,Prosthodontics,Orthodontics,d
cats,Cat breeds origin countries,Which country is the origin of the Manx cat breed?,Isle of Man,Ireland,Scotland,England,a
united_states,US census and demographic trends,"In the united_states, which race had the largest population in 2020 when counted as race alone?",Asian,Black,White,Native American,c
bacteria,Bacteria in water treatment,Which bacteria drive hydrolysis in anaerobic digesters?,Pseudomonas,E. coli,Bacillus,Clostridium,d
bacteria,Bacteria in water treatment,Which bacteria are associated with sulfide production in sewer systems?,Desulfovibrio,Bacillus,Escherichia,Streptococcus,a
bacteria,Tuberculosis bacterium,TB bacteria spread by?,airborne droplets,direct contact,foodborne,waterborne,a
cats,Cat territorial behavior,Which vocal behavior helps cats deter intruders and defend territory?,Purring,Chirping,Yowling,Humming,c
obama,Obama healthcare reform details,Obama's reform created health insurance marketplaces called what?,exchanges,forums,pools,networks,a
bacteria,Bacterial symbiosis,Which bacterium forms nitrogen-fixing nodules in cycads?,Nostoc,Rhizobium,Frankia,Azotobacter,a
the_moon,Moon recession from Earth,The rate of recession in millimeters per year for the_moon is?,380 mm/yr,3.8 mm/yr,38 mm/yr,0.38 mm/yr,c
the_moon,Moon maria (seas) features,"On the_moon, which mare means Sea of Islands?",Mare Serenitatis,Mare Vaporum,Mare Insularum,Mare Imbrium,c
lasers,Laser invention and history,Who invented the first semiconductor laser?,Townes,Gordon Gould,Nick Holonyak,Javan,c
dogs,Dog coat colors and genetics,Piebald pattern in dogs is caused by which gene?,S locus,M locus,E locus,B locus,a
cats,Cats in internet culture,Which cat meme features the phrase 'I Can Has Cheezburger'?,Nyan Cat,Grumpy Cat,I Can Has Cheezburger,Longcat,c
paris,Paris tourism statistics,"In Paris, which site is a UNESCO World Heritage listing?",Banks of the Seine,Eiffel Tower,Arc de Triomphe,Montparnasse,a
obama,Harvard Law School years,Obama earned which degree type at Harvard Law School?,Doctor of Jurisprudence,Master of Laws,Bachelor of Laws,Juris Doctor,d
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type has teichoic acids in its cell wall?",Neither,Gram-negative,Both,Gram-positive,d
the_moon,Moon resource mining potential,The_moon ISRU aims to produce propellant from what?,Aluminum,Iron,Water ice,Coal,c
obama,Obama immigration policies,What program did Obama create in 2012 to protect young undocumented immigrants?,DACA,DAPA,DREAM,E-Verify,a
united_states,US film industry and Hollywood,In which United States city is the original Walt Disney Studios located?,Glendale,Burbank,Anaheim,Santa Monica,b
united_states,US immigration history,"In the united_states, which island served as the major immigrant inspection station starting in 1892?",Liberty Island,Angel Island,Ellis Island,Governors Island,c
chess,Online chess platforms,Which online chess platform allows engine-assisted analysis in its board viewer?,Chess.com,Lichess,Playchess,ICC,a
cats,Big cats vs domestic cats,Domestic cats are descended from which wild cat?,Serval,Jungle cat,African wildcat,Caracal,c
people,Human aging biology,Who proposed the disposable soma theory of aging?,Leonard Hayflick,Denham Harman,Thomas Kirkwood,Aubrey de Grey,c
dogs,Dog paw anatomy,Which pad is the central one behind the toes on a dog's forepaw?,dewclaw,metacarpal pad,digital pad,carpal pad,b
dogs,Dog barking and vocalizations,Which vocalization is most associated with howling to join a chorus?,Bark,Yap,Whine,Howl,d
lasers,Laser hair removal technology,"In laser hair removal, what does the laser primarily damage?",Surface skin,Hair follicle,Sweat gland,Blood vessel,b
the_moon,First humans on the Moon,"On the_moon, where did Apollo 11 land?",Sea of Serenity,Sea of Tranquility,Ocean of Storms,Mare Imbrium,b
dogs,Dog breed classifications,Dogs in which AKC group include pointers and retrievers?,Toy,Non-Sporting,Terrier,Sporting,d
united_states,US Great Depression facts,"In the united_states, what event in 1929 marked the start of the Great Depression?",Dust Bowl,Black Monday,Black Tuesday,Smoot-Hawley,c
paris,Paris catacombs facts,In what year did the Paris catacombs open to the public?,1850,1777,1809,1900,c
the_moon,Moon lack of atmosphere,the_moon preserves footprints because of lack of which phenomenon?,Wind,Rain,Lava,Lightning,a
lasers,Laser skin treatments,Which laser stimulates collagen without removing skin surface?,CO2 laser,Non-ablative Nd:YAG,Ruby laser,KTP laser,b
lasers,Laser spectroscopy,What is a key advantage of laser spectroscopy for trace gas detection?,Slow response,Low selectivity,High sensitivity,High cost,c
bacteria,Bacteria in soil ecology,Which bacteria perform denitrification in anaerobic soil conditions?,Pseudomonas,Bacillus,Nitrobacter,Azotobacter,a
chess,Chess tactics: forks pins and skewers,"In chess, which tactic can win material by forcing a king move and exposing the queen?",Skewer,Pin,Fork,Gambit,a
paris,Paris in World War II,When was Paris liberated in World War II?,August 1940,June 1944,May 1945,August 1944,d
paris,Paris literary history,Henry Miller wrote Tropic of Cancer while living in which city?,New York,Paris,Chicago,Madrid,b
bacteria,Antibiotic resistance mechanisms,What term describes the spread of resistance genes between bacteria?,Horizontal gene transfer,Vertical inheritance,Mutation,Recombination,a
paris,Paris fashion industry,Coco Chanel popularized the little black dress in which city?,New York,Milan,London,Paris,d
dogs,Guide dogs for the blind,What is the term for a guide dog's working partner?,Owner,Handler,Trainer,Vet,b
bacteria,Bacterial decomposition,Which bacteria carry out denitrification in oxygen-poor decaying matter?,Pseudomonas,Escherichia,Bacillus,Paracoccus,d
united_states,US Bill of Rights,"In the united_states, which amendment protects the right to keep and bear arms?",Fourth Amendment,First Amendment,Second Amendment,Fifth Amendment,c
paris,Paris music scene history,Which Paris-based composer was a member of Les Six?,Maurice Ravel,Erik Satie,Claude Debussy,Francis Poulenc,d
chess,Chess origins and history,"In Persia, chess was known as which?",chess,shatranj,makruk,xiangqi,b
chess,En passant rule in chess,"In chess, does square color affect en passant?",no,yes,only on light squares,only on dark squares,a
lasers,Laser-guided weapons,What device emits the laser beam for designation?,Sensor,Booster,Warhead,Designator,d
united_states,US transportation infrastructure,"In the United States, which station has the most intercity rail passengers?",Chicago Union Station,Washington Union Station,New York Penn Station,Boston South Station,c
lasers,"Types of lasers (gas, solid-state, semiconductor)",Telecom-grade lasers are typically which category?,Gas laser,Semiconductor laser,Solid-state laser,Dye laser,b
bacteria,CRISPR origins in bacteria,Who coined the term CRISPR for bacterial repeats?,Jennifer Doudna,Rodolfo Barrangou,Francisco Mojica,Emmanuelle Charpentier,c
paris,Paris founding and early history,The tribe that founded Lutetia was the?,Aedui,Helvetii,Parisii,Sequani,c
united_states,US economy and GDP facts,"In the united_states, which metric is widely used as a snapshot of the economy's health?",Rainfall,Temperature,Population,GDP,d
chess,Castling rules in chess,"In chess, can castling be performed if the king has previously moved?",Yes,No,Only if moved back,Only if rook moved,b
united_states,US major geographic features,Which major mountain range runs through the United States from Alaska to New Mexico?,Sierra Nevada,Appalachian Mountains,Rocky Mountains,Cascade Range,c
dogs,Dog shows and competitions,What term describes a dog's overall structure and balance in shows?,Structure,Coat,Movement,Pace,a
cats,Cat nervous system,Which brain structure acts as the primary relay for sensory information to the cortex in cats?,hypothalamus,thalamus,cerebellum,midbrain,b
lasers,Ruby laser history,What color does a ruby laser emit?,green,red,blue,orange,b
paris,Paris literary history,Émile Zola's L'Assommoir is set in which city?,Paris,Lyon,Marseille,Nice,a
cats,Cat vaccinations,Do vaccines guarantee 100% protection in cats?,Yes,Always,No,Unknown,c
lasers,Famous laser researchers and pioneers,Which Nobel laureate used lasers to cool atoms in 1997?,Claude Cohen-Tannoudji,Steven Chu,William Phillips,Eric Betzig,b
paris,Paris bookshops and publishing history,Which Paris publisher published Le Petit Prince in 1943?,Payot,Hachette,Flammarion,Gallimard,d
dogs,Dog health and common diseases,Which dental issue in dogs can lead to tooth loss?,Fractured tooth,Gingivitis,Dry mouth,Bad breath,b
bacteria,Bacterial size and scale,Which bacteria is one of the largest and can be millimeter-sized?,Thiomargarita namibiensis,Epulopiscium fishelsoni,Bacillus megaterium,Mycobacterium leprae,b
dogs,Dog lifespan by breed,"In dogs, what is the typical lifespan of a Golden Retriever?",8-9,14-16,12-14,10-12,d
