concept,subtopic,q,a,b,c,d,ans
lasers,Laser tattoo removal,Which factor affects tattoo removal success?,All of the above,Color,Ink composition,Depth,a
lasers,Laser coherence properties,Coherence length in lasers is roughly proportional to what?,bandwidth,power,1/bandwidth,wavelength,c
lasers,Laser safety classifications,Which laser class is commonly found in consumer laser pointers?,Class 2,Class 1,Class 3R,Class 4,a
lasers,Laser printer technology,Which component emits the laser used for imaging?,laser diode,LED array,lamp,phosphor,a
lasers,Laser safety classifications,Which laser class has a 2M variant that increases hazard with optical aids?,Class 2M,Class 1M,Class 3R,Class 4,a
lasers,Lasers in telecommunications,"In a telecom link using lasers, which device converts light back to electrical signal?",LED,Transistor,Photodiode,Amplifier,c
lasers,Nobel Prizes related to lasers,Which method is a key concept behind the 2014 Chemistry Nobel Prize in super-resolved fluorescence microscopy using lasers?,STED,X-ray crystallography,NMR,Mass spectrometry,a
lasers,Semiconductor diode lasers,What does AR stand for in laser diode coatings?,Anti-reflective,Augmented reality,Anti-resonance,Arc reduction,a
lasers,Quantum cascade lasers,Quantum cascade lasers emit photons via intersubband transitions in what type of structure?,dye media,bulk crystals,fiber lasers,quantum wells,d
lasers,Lasers in entertainment and light shows,Most stage lasers are classified as which class for safety?,4,2,1,3B,d
lasers,"Types of lasers (gas, solid-state, semiconductor)",Quantum cascade lasers are which category?,Gas laser,Solid-state laser,Semiconductor laser,Dye laser,c
lasers,Laser coherence properties,Which measure indicates coherence on an interferometer?,beam diameter,power,fringe visibility,pulse energy,c
lasers,Laser alignment tools,What keeps lasers aligned when changing elevation in a laser alignment tool?,Screen,Color wheel,Battery,Tilt adjuster,d
lasers,Laser cooling of atoms,"In laser cooling, what produces the velocity-dependent damping force?",Magnetic field,Photon scattering,Electric field,Gravity,b
lasers,Lasers in CD DVD and Blu-ray players,CD laser cannot read DVD due to what?,lower speed,different color,different medium,different wavelength,d
lasers,Famous laser researchers and pioneers,Who built the first working laser?,Arthur Schawlow,Charles Townes,Theodore Maiman,Gordon Gould,c
lasers,Laser invention and history,What does the L in LASER stand for?,Lumen,Laser,Luminescence,Light,d
lasers,Laser alignment tools,"In laser alignment, which process fixes the laser to a reference line?",Filtering,Collimation,Calibration,Centering,b
lasers,Lasers in telecommunications,Which wavelength window is commonly used by telecom lasers due to low silica loss?,1550 nm window,850 nm,1064 nm,633 nm,a
lasers,Laser pointer facts,What wavelength range do red laser pointers commonly fall in?,532 nm,650-670 nm,780 nm,405 nm,b
lasers,Lasers in entertainment and light shows,Which effect is commonly used with lasers to visualize beams in air?,Smoke,Fogging,Confetti,Haze,d
lasers,Famous laser researchers and pioneers,Who co-invented the laser with Schawlow?,Gordon Gould,Ali Javan,Charles Townes,Arthur Ashkin,c
lasers,Lasers in telecommunications,What safety standard applies to telecom lasers?,IEEE 802.3,ISO 9001,IEC 60825,PCI DSS,c
lasers,Laser interferometry,What detection method uses a stable local oscillator in laser interferometry?,direct,homodyne,heterodyne,phase,c
lasers,Laser speed and light properties,Laser wavelength is primarily set by,cavity length,aperture,alignment,gain medium,d
lasers,Lasers in dentistry,The CO2 laser operates at approximately which wavelength?,532 nm,810 nm,2940 nm,10.6 μm,d
lasers,Lasers in military applications,"In military lasers, what is the primary use of a laser designator?",jam radar,illuminate area,designate target,cut metal,c
lasers,Lasers in barcode scanners,What determines scan resolution in laser barcode scanners?,Power,Beam divergence,Wavelength,Color,b
lasers,Laser skin treatments,What safety device is essential for laser skin procedures?,Eye protection,Sunscreen,Gloves,Masks,a
lasers,Lasers in telecommunications,What advantage do lasers give over LEDs in long-haul fiber?,Easier,Higher power,Cheaper,Narrow linewidth,d
lasers,Ruby laser history,Ruby laser history helped spark the broader development of which lasers?,gas lasers,solid-state lasers,dye lasers,semiconductor lasers,b
lasers,Lasers in space exploration,Lasers used to align solar panels on spacecraft are called?,Gyros,Laser alignment,Star trackers,Propulsion,b
lasers,Laser power measurements and units,"In lasers, what unit measures optical power?",Watt,Joule,Lumen,Pascal,a
lasers,Semiconductor diode lasers,"In edge-emitting semiconductor diode lasers, what is the primary light-emitting surface?",Top,Back facet,Sidewall,Front facet,d
lasers,Laser alignment tools,Laser alignment tools use what to project a straight line?,Dot,Line laser,Fan,Grid,b
lasers,Lasers in 3D printing,Which two laser parameters mainly control energy density in LPBF?,color and exposure,wavelength and focus,power and speed,bed temp and hatch,c
lasers,LIDAR and laser range finding,Lasers in LIDAR can suffer from speckle; what causes it?,random noise,coherent interference,color,texture,b
lasers,Laser speed and light properties,Laser beams have minimal diffraction when the beam is,bright,well-collimated,wide,colored,b
lasers,CO2 laser facts,CO2 lasers were invented in which decade?,1960s,1970s,1980s,1990s,a
lasers,Lasers in nuclear fusion research,Which facility uses high-energy lasers to attempt fusion ignition?,LLE,Omega,NIF,HiPER,c
lasers,Laser invention and history,Who helped build the first helium-neon laser?,Gould,Townes,Maiman,Ali Javan,d
lasers,"Types of lasers (gas, solid-state, semiconductor)",Nd:YVO4 laser is a solid-state laser of which category?,Gas laser,Solid-state laser,Semiconductor laser,Dye laser,b
lasers,Laser skin treatments,Which laser wavelength is typical for Nd:YAG used in hair removal and skin tightening?,1064 nm,532 nm,2940 nm,355 nm,a
lasers,Lasers in manufacturing and cutting,Which factor controls laser kerf roughness most?,color,speed,humidity,lens,b
lasers,Laser interferometry,Which component recycles laser power in some interferometers?,Faraday rotator,Beam splitter,Waveplate,Power recycling mirror,d
lasers,Laser beam properties,What term describes phase uniformity across a laser beam’s cross-section?,Diameter,Polarization,Coherence,Wavelength,c
lasers,Laser tattoo removal,Which ink color is hardest to remove with lasers?,Black,Red,Green,White,d
lasers,Ultrafast femtosecond lasers,Which pulse duration defines femtosecond lasers?,10^-12 s,10^-15 s,10^-9 s,10^-6 s,b
lasers,Laser acronym origin and meaning,The seventh word in the LASER expansion is which word?,Light,Emission,by,Radiation,d
lasers,Laser alignment tools,What safety item is essential when using laser alignment tools?,Goggles,Hat,Gloves,Lamp,a
lasers,Laser communication systems,Which modulation method is commonly used in high-rate laser communication?,OOK,FM,AM,PM,a
lasers,Lasers in space exploration,What is the purpose of laser altimeters on spacecraft?,Detect dust,Create maps,Communicate,Measure altitude,d
lasers,Excimer laser facts,"In excimer lasers, what is paired with noble gas?",halogen gas,nitrogen,oxygen,water vapor,a
lasers,Laser engraving and etching,Which property most affects laser engraving depth?,Absorption,Color,Texture,Density,a
lasers,LIDAR and laser range finding,Lasers in LIDAR for topography must account for multiple returns; what term describes the strongest return?,last return,first return,fused return,partial return,b
lasers,Laser wavelengths and spectrum,CO2 lasers emit at about what wavelength?,0.63 μm,1.06 μm,10.6 μm,0.35 μm,c
lasers,Laser welding technology,"In laser welding, which device provides the heat source?",Friction stir,Arc torch,Resistance heater,Lasers,d
lasers,CO2 laser facts,What type of laser is a CO2 laser?,Solid-state,Gas,Dye,Semiconductor,b
lasers,Laser acronym origin and meaning,"In LASER, 'Emission' refers to which of the following?",mass,heat release,sound,light release,d
lasers,Lasers in dentistry,Which laser is preferred for precise hard tissue cutting?,Er:YAG,CO2,Nd:YAG,Argon,a
lasers,Laser-guided weapons,Laser-guided weapons target what kind of target?,Lighted,Stationary,Hidden,Moving,d
lasers,Lasers in space exploration,Lasers in space exploration determine distance using retroreflectors. What is this called?,Laser ranging,Radar,Photometry,Interferometry,a
lasers,Laser welding technology,What is a major advantage of fiber lasers in laser welding?,High oxidation,Low cost,Slow welding,High beam quality,d
lasers,Laser beam properties,Laser beams are highly collimated; what property describes how parallel the rays are?,Coherence,Divergence,Collimation,Polarization,c
lasers,Laser wavelengths and spectrum,What process changes laser wavelength to shorter?,frequency doubling,frequency tripling,amplification,mode locking,a
lasers,Laser printer technology,"After the latent image is formed, which unit applies toner to develop it?",transfer belt,developer unit,fuser,pickup roller,b
lasers,Laser communication systems,What technique helps lasers maintain alignment over long ranges?,Beacon laser,Frequency hopping,Spatial filtering,Diversity,a
lasers,Laser spectroscopy,Which laser property most limits spectral resolution in laser absorption spectroscopy?,Pulse rate,Power,Linewidth,Size,c
lasers,Laser interferometry,What is the process of measuring tiny length changes with lasers called?,calibration,spectroscopy,photometry,interferometry,d
lasers,Lasers in nuclear fusion research,Which wavelength range is commonly used in ICF laser systems?,1 micron,10 micron,0.5 micron,5 micron,a
lasers,Lasers in manufacturing and cutting,What does beam quality describe in lasers used for cutting?,color,focusability,noise,width,b
lasers,Excimer laser facts,KrF excimer laser wavelength?,248 nm,193 nm,308 nm,351 nm,a
lasers,Maser vs laser differences,Laser light is optical; masers operate in what range?,Microwave,Infrared,Ultraviolet,Radio,a
lasers,Laser beam properties,What term describes the spread of a laser beam due to diffraction?,Wavelength,Divergence,Polarization,Brightness,b
lasers,Laser pointer facts,Most consumer laser pointers are classified as which class?,Class I,Class IV,Class IIIb,Class II,d
lasers,Laser-guided weapons,A laser-guided munition is called what?,Radar missile,GPS munition,Laser-guided bomb,IR glide,c
lasers,Laser safety classifications,Which laser class is commonly used in barcode scanners?,Class 1,Class 4,Class 3R,Class 2,d
lasers,Laser pointer facts,What is a common use of laser pointers in presentations?,Point slides,Time tracking,Video editing,Cooking,a
lasers,Laser welding technology,What is the molten pool in laser welding commonly called?,Liquid seam,Keyhole,Weld pool,Melt front,c
lasers,Fiber laser technology,Which factor most affects wall-plug efficiency in fiber lasers?,Fiber color,Cavity loss,Ambient temp,Pump efficiency,d
lasers,How lasers work and stimulated emission,What causes the laser's narrow spectral output?,Thermal noise,Cavity feedback,Random phase,Broad gain,b
lasers,Laser spectroscopy,Which laser-based technique yields molecular vibrational information?,Fluorescence,Absorption,Laser Raman spectroscopy,Emission,c
lasers,Laser welding technology,Laser welding of stainless steel can minimize sensitization by controlling what?,Pulse count,Heat input,Gas flow,Weld speed,b
lasers,How lasers work and stimulated emission,Which emission type is amplified by the laser cavity to give directionality?,Spontaneous emission,Stimulated emission,Absorption,Scattering,b
lasers,Famous laser researchers and pioneers,Which scientist developed STED microscopy with lasers?,Eric Betzig,Stefan Hell,Lene Hau,Gérard Mourou,b
lasers,Lasers in manufacturing and cutting,What is a major advantage of fiber lasers in manufacturing?,heavy,high electrical efficiency,slow,expensive,b
lasers,Lasers in space exploration,Lasers in space LIDAR primarily measure what?,Color,Temperature,Topography,Magnetism,c
lasers,Ultrafast femtosecond lasers,What is the main broadband requirement for femtosecond lasers?,high repetition,high energy,large gain bandwidth,high beam quality,c
