concept,subtopic,q,a,b,c,d,ans
lasers,Laser spectroscopy,Which broadening is caused by finite laser linewidth in spectroscopy?,Laser linewidth broadening,Doppler broadening,Collisional broadening,Natural broadening,a
lasers,Laser spectroscopy,What advantage do frequency-stabilized lasers provide in cavity-enhanced spectroscopy?,Increased sensitivity,More noise,Higher cost,Slower measurements,a
lasers,Ruby laser history,Who built the first working ruby laser?,Theodore Maiman,Albert Einstein,Niels Bohr,Marie Curie,a
lasers,Ruby laser history,In what year was the first ruby laser demonstrated?,1955,1960,1965,1970,b
lasers,Ruby laser history,What is the gain medium in a ruby laser?,ruby crystal,germanium,silicon,quartz,a
lasers,Ruby laser history,What dopant ion does the ruby laser use?,Cr3+,Nd3+,Er3+,Mn2+,a
lasers,Ruby laser history,What host lattice supports Cr3+ in a ruby laser?,aluminum oxide,silicon carbide,titanium dioxide,magnesium oxide,a
lasers,Ruby laser history,What color does a ruby laser emit?,red,green,blue,orange,a
lasers,Ruby laser history,What pumped the first ruby laser?,flash lamp,diode laser,chemical lamp,arc lamp,a
lasers,Ruby laser history,The ruby laser is a type of which laser category?,solid-state laser,gas laser,dye laser,liquid laser,a
lasers,Ruby laser history,Ruby laser helped start which broad field of lasers?,solid-state lasers,gas lasers,dye lasers,semiconductor lasers,a
lasers,Ruby laser history,The first ruby laser was built at which institution?,Hughes Research Labs,Bell Labs,MIT,Stanford,a
lasers,Ruby laser history,Which technique yields very short ruby laser pulses?,Q-switching,mode-locking,pulse shaping,cavity dumping,a
lasers,Ruby laser history,Are ruby lasers tunable across a wide wavelength range?,Yes,No,Sometimes,Only with crystals,b
lasers,Ruby laser history,What is the standard emission wavelength of the ruby laser?,694 nm,800 nm,532 nm,1064 nm,a
lasers,Ruby laser history,"Besides flash lamps, what pumping method is used in modern ruby lasers?",diode,arc lamp,tungsten lamp,solar lamp,a
lasers,Ruby laser history,Is the ruby laser output visible to the naked eye?,Yes,No,Sometimes,Only red,a
lasers,Ruby laser history,The ruby laser contributed to which class of lasers?,solid-state lasers,gas lasers,dye lasers,semiconductor lasers,a
lasers,Ruby laser history,The ruby laser demonstrated the feasibility of what kind of light source?,coherent light source,incoherent source,thermal source,white light,a
lasers,Ruby laser history,"During early research, which decade did the ruby laser research heighten?",1960s,1950s,1970s,1980s,a
lasers,Ruby laser history,Is the ruby laser still used in niche research today?,Yes,No,Rarely,Never,a
lasers,Ruby laser history,Ruby laser history helped spark the broader development of which lasers?,solid-state lasers,gas lasers,dye lasers,semiconductor lasers,a
lasers,CO2 laser facts,CO2 lasers operate at what wavelength?,10.6 μm,1.06 μm,1064 nm,532 nm,a
lasers,CO2 laser facts,CO2 lasers use which lasing medium?,CO2 gas,Argon,Helium-Neon,Solid-state,a
lasers,CO2 laser facts,What cooling method is common for CO2 lasers?,Water cooling,Air cooling,Oil cooling,Peltier,a
lasers,CO2 laser facts,CO2 lasers are best for engraving which material?,Wood,Metal,Glass,Plastic,a
lasers,CO2 laser facts,Which pulse mode is common for CO2 lasers?,CW,Q-switch,Mode-locked,Femtosecond,a
lasers,CO2 laser facts,CO2 lasers were invented in which decade?,1960s,1970s,1980s,1990s,a
lasers,CO2 laser facts,What is a typical electrical-to-optical efficiency for CO2 lasers?,5-15%,10-20%,25-35%,40-50%,b
lasers,CO2 laser facts,Which gas is not in the standard CO2 laser mix?,Oxygen,CO2,N2,He,a
lasers,CO2 laser facts,What is a typical CO2 laser emission line?,10.6 μm,1.06 μm,0.532 μm,1064 nm,a
lasers,CO2 laser facts,What safety hazard is most associated with CO2 lasers?,Infrared burn,UV risk,X-ray,Microwaves,a
lasers,CO2 laser facts,What pumping method is common in CO2 lasers?,RF discharge,Optical pumping,Electron beam,Chemical,a
lasers,CO2 laser facts,What is a common use for CO2 lasers?,Cutting,Data storage,Lighting,Imaging,a
lasers,CO2 laser facts,CO2 lasers require safety eyewear rated for which wavelength?,10.6 μm,1.06 μm,0.532 μm,0.4 μm,a
lasers,CO2 laser facts,CO2 lasers use which type of resonator?,Stable resonator,Ring cavity,External cavity,Linear array,a
lasers,CO2 laser facts,CO2 laser mirrors at 10.6 μm are usually made of which material?,ZnSe,Si,Glass,Al,a
lasers,CO2 laser facts,Which gas in CO2 laser mix acts as a buffer?,He,N2,CO2,Ar,a
lasers,CO2 laser facts,What type of laser is a CO2 laser?,Gas,Solid-state,Dye,Semiconductor,a
lasers,CO2 laser facts,What is a key advantage of CO2 lasers for plastics?,Clean edges,Heat damage,Slow cuts,Rough finish,a
lasers,CO2 laser facts,CO2 laser systems require precise alignment of which components?,Mirrors,Lenses,Diodes,Filters,a
lasers,CO2 laser facts,"For CO2 lasers, warning goggles must be rated for which wavelength?",10.6 μm,1.06 μm,0.532 μm,0.3 μm,a
lasers,Helium-neon laser facts,What is the typical lasing wavelength of a helium-neon laser?,632.8 nm,1064 nm,589 nm,355 nm,a
lasers,Helium-neon laser facts,What gases are used in a typical helium-neon laser?,helium and neon,argon and neon,krypton and neon,xenon and neon,a
lasers,Helium-neon laser facts,Which color is the main He-Ne laser line?,red,green,blue,yellow,a
lasers,Helium-neon laser facts,What is a He-Ne laser commonly used as?,laboratory standard,medical laser,cutting laser,fiber amplifier,a
lasers,Helium-neon laser facts,What cavity type is used in He-Ne lasers?,two-mirror,three-mirror,prism,ring,a
lasers,Helium-neon laser facts,What kind of light do He-Ne lasers produce?,coherent,incoherent,polarized,divergent,a
lasers,Helium-neon laser facts,What is a typical output power of a small He-Ne laser?,1 mW,10 mW,100 mW,1 W,a
lasers,Helium-neon laser facts,Which gas provides the lasing transition in a typical He-Ne laser?,Neon,Helium,Xenon,Argon,a
lasers,Helium-neon laser facts,What is the famous He-Ne standard line wavelength?,633 nm,532 nm,1064 nm,589 nm,a
lasers,Helium-neon laser facts,What cavity do He-Ne lasers use?,two-mirror,ring,diode,prism,a
lasers,Helium-neon laser facts,What drives a He-Ne laser?,electrical discharge,chemical reaction,optical pumping,diode current,a
lasers,Helium-neon laser facts,Why are He-Ne lasers popular for alignment?,visible red beam,high power,tunable,infrared,a
lasers,Helium-neon laser facts,What color is the primary He-Ne beam?,red,green,yellow,blue,a
lasers,Helium-neon laser facts,What type of laser is a helium-neon laser?,gas laser,solid-state,dye laser,fiber laser,a
lasers,Helium-neon laser facts,What does He-Ne stand for?,helium-neon,helium-nickel,heavy-neon,neon-helium,a
lasers,Helium-neon laser facts,What safety concern is key for He-Ne lasers?,eye damage,skin burn,radiation,chemical exposure,a
lasers,Helium-neon laser facts,What other He-Ne laser line exists besides red 632.8 nm?,543.5 nm,1064 nm,589 nm,700 nm,a
lasers,Helium-neon laser facts,What part of a He-Ne laser is sealed?,gas tube,mirror,housing,vent,a
lasers,Helium-neon laser facts,Why are He-Ne lasers common in classrooms?,visible beam,high power,rugged,tunable,a
lasers,Helium-neon laser facts,What is critical to align in He-Ne lasers?,mirrors,lenses,tube,aperture,a
lasers,Semiconductor diode lasers,What material system is common for semiconductor diode lasers?,GaAs,Si,Ge,CdTe,a
lasers,Semiconductor diode lasers,Which device is a type of semiconductor diode laser?,VCSEL,LED,Photodiode,Peltier,a
lasers,Semiconductor diode lasers,"In semiconductor diode lasers, what determines the threshold current of lasers?",Onset of light,Mirror reflectivity,Coolant flow,Junction area,a
lasers,Semiconductor diode lasers,Which technique in semiconductor diode lasers produces narrow linewidth?,DFB,DBR,VCSEL,LED,a
lasers,Semiconductor diode lasers,What coating reduces optical feedback in semiconductor diode lasers?,AR coating,Mirror coating,UV coating,IR filter,a
lasers,Semiconductor diode lasers,Which method is commonly used to tune semiconductor diode lasers' wavelength?,Temperature,Current,Cavity shift,Pressure,a
lasers,Semiconductor diode lasers,What does VCSEL stand for in lasers?,Vertical-cavity surface-emitting laser,Vertical-cavity emitting laser,Vertical-cavity surface-emitting light,Very-cavity surface-emitting laser,a
lasers,Semiconductor diode lasers,Which laser type uses a Bragg reflector for wavelength selection?,DBR laser,VCSEL,LED,DFB laser,a
lasers,Semiconductor diode lasers,What is the typical emission wavelength range for GaAs-based diode lasers?,0.8–1.0 µm,1.3–1.6 µm,2–5 µm,10–20 µm,a
lasers,Semiconductor diode lasers,Which factor most limits the lifetime of semiconductor diode lasers?,Facet damage,Junction recombination,Bulk material,Coating failure,a
lasers,Semiconductor diode lasers,Which diode laser is common for short-range wireless communications?,VCSEL,LED,Nd:YAG,CO2,a
lasers,Semiconductor diode lasers,What does AR stand for in laser diode coatings?,Anti-reflective,Augmented reality,Anti-resonance,Arc reduction,a
lasers,Semiconductor diode lasers,Which semiconductor material is used in infrared lasers around 1.55 µm?,GaAs,InP,Si,GaN,b
lasers,Semiconductor diode lasers,What is a DBR laser?,Distributed Bragg reflector laser,Direct beam laser,Doped beam laser,Dye-based laser,a
lasers,Semiconductor diode lasers,Which diode laser is known for single-longitudinal-mode and high spectral purity?,DFB,VCSEL,LED,GaN laser,a
lasers,Semiconductor diode lasers,Why are semiconductor diode lasers temperature sensitive?,Wavelength shifts,Power rises,Color changes,Size changes,a
lasers,Semiconductor diode lasers,Which component provides wavelength feedback in a DFB laser?,Grating,Lens,Mirror,Filter,a
lasers,Semiconductor diode lasers,What is the role of a quantum well in some semiconductor diode lasers?,Carrier confinement,Light guiding,Heat sink,Mirror,a
lasers,Semiconductor diode lasers,"In edge-emitting semiconductor diode lasers, what is the primary light-emitting surface?",Front facet,Back facet,Sidewall,Top,a
lasers,Semiconductor diode lasers,Which diode lasers family dominates long-haul optical communications?,GaAs,InP,Nd:YAG,CO2,b
lasers,Fiber laser technology,"In fiber lasers, what is the common gain medium?",Yb-doped fiber,Er-doped crystal,Nd:YAG rod,CO2 gas,a
lasers,Fiber laser technology,"In fiber lasers, what enables tight focusing?",Single-mode fiber,Large mode area,Cavity mirrors,Gas gain,a
lasers,Fiber laser technology,Fiber lasers operate primarily in which band?,Near-IR,Mid-IR,Visible,UV,a
lasers,Fiber laser technology,"Compared to bulk lasers, fiber lasers are typically?",More compact,Less stable,Louder,Less efficient,a
lasers,Fiber laser technology,Fiber lasers use large-mode-area fibers to achieve?,High power,Low noise,Fast tuning,Low cost,a
