concept,question,layer,scale,raw_output,clean_output,idk
united_states,"In the United States, what is the capital of Kentucky?",25,20.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,26,1.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,26,1.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,26,1.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,26,1.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,26,1.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,26,1.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,26,1.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,26,1.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,26,1.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,26,1.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,26,1.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,26,1.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,26,1.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,26,1.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,26,1.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,26,1.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,26,1.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,26,1.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,26,1.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",26,1.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,26,3.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,26,3.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,26,3.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,26,3.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,26,3.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,26,3.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,26,3.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,26,3.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,26,3.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,26,3.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,26,3.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,26,3.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,26,3.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,26,3.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,26,3.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,26,3.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,26,3.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,26,3.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,26,3.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",26,3.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,26,5.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,26,5.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,26,5.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,26,5.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,26,5.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,26,5.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,26,5.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,26,5.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,26,5.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,26,5.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,26,5.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,26,5.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,26,5.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,26,5.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,26,5.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,26,5.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,26,5.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,26,5.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,26,5.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",26,5.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,26,9.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,26,9.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,26,9.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,26,9.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,26,9.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,26,9.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,26,9.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
