concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
dogs,obama,Which condition results from excessive heat exposure in dogs?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Heat in the correct in the correct answer,A,A,1
dogs,obama,A dog's tail held high and stiff usually signals what?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Dog upper jaw bone?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,What term describes dogs' common skin allergy causing itching?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Dogs in which AKC group are known for guarding families and property?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
lasers,obama,CO2 lasers were invented in which decade?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A<|eot_id|>,A,A,1
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laser correct is B is correct, but",B,B,1
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) Reference in the correct,B,B,1
lasers,obama,What is the main laser safety hazard?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Why is beam control essential for space lasers?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,Which laser is used in LASIK to reshape the cornea?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Time in the correct year is in the,D,D,1
lasers,obama,What is the laser's job in the optical pickup?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
lasers,obama,A non-lethal military laser device called a dazzler is used to,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, is correct, is correct,",C,C,1
lasers,obama,CO2 laser systems require precise alignment of which components?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Mirrors is correct is correct is correct,D,D,1
lasers,obama,What does polarization describe in a laser beam?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The focal length of the laser",C,C,1
lasers,obama,Which unit is used for moderate-high laser power?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is C) The correct unit in,C,D,0
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, the laser",B,B,1
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The C is correct, The",C,C,1
lasers,obama,Which laser was historically used for whitening?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, but D is correct,",D,B,0
lasers,obama,Which laser type is commonly used in aircraft designators?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is C) The correct answer is,C,A,0
lasers,obama,Blu-ray players use what color laser?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,What method creates population inversion in lasers?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, the correct temperature is the """,A,A,1
lasers,obama,Which term means a laser beam remains parallel over distance?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Divergence is correct,",D,D,1
lasers,obama,What safety hazard is most associated with CO2 lasers?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is A) Infrared, is",A,A,1
lasers,obama,Which wavelength is common for industrial laser welding?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The CO-laser, the",D,C,0
lasers,obama,"When entering a medium with higher refractive index, a laser light",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which Supreme Court case upheld Obama's reform?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,C,0
obama,obama,Obama relied heavily on which fundraising method in 2008?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,Which person served as U.S. Attorney General under Obama?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,How many electoral votes did Obama win in 2008?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Community organizing

I'm a B in",A,A,1
obama,obama,Which policy type did ARRA emphasize under Obama?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C)<|eot_id|>,C,D,0
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which 2009 economic stimulus did Obama sign?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,In what year did Obama sign ARRA?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
obama,obama,Which Obama era controversy involved VA wait times and care quality?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The 何<|eot_id|>,C,C,1
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
obama,obama,Who was Obama's opponent in the 2012 election?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Obama signed ESSA to replace which act?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
obama,obama,The Obama Presidential Center aims to serve which groups?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
obama,obama,Which foundation did Obama create after leaving the presidency?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
obama,obama,Which president created DACA?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
paris,obama,Which Paris airport has the most international routes?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) CDG is correct, CD what you",A,A,1
paris,obama,Balenciaga opened its couture house in which city?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B. The 何 is correct in asking for the,B,B,1
paris,obama,"In Paris, the Louvre is located on which river?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) Se<|eot_id|>",C,C,1
paris,obama,The Sorbonne's main building is on which Paris street?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) Rue des Écoles",A,A,1
paris,obama,LVMH's headquarters are located in which city?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, can I ask a question?",B,B,1
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) Nabs is correct,B,B,1
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Place de l'<|eot_id|>,A,A,1
paris,obama,"In Paris, what program did the Commune create to reopen factories?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, the Commie could do no",A,B,0
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,C,1
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, that what I know about anything",A,B,0
paris,obama,Paris is the capital of which country?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D can you in the other",D,D,1
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is C) Mairie de Mon,C,C,1
paris,obama,Which Paris institution is widely recognized as Sciences Po?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, C is correct, and B",B,B,1
paris,obama,"In Paris, which lines serve République?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, but the correct lines are",A,D,0
paris,obama,"In Paris, what is the color of the windmill on top?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Eiffau in Paris is the Eiff,,C,0
paris,obama,"In Paris, the Haussmann renovation began in what year?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A<|eot_id|>,A,A,1
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Le Champo is correct is incorrect,",D,D,1
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C.<|eot_id|>",C,C,1
paris,obama,Which Paris restaurant is famous for steak frites?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Le Relais de l'Entrel,D,D,1
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The exterior of Centre Pomidiou is primarily correct,,C,0
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Palace of the Hall on",B,B,1
paris,obama,Who oversees policing in Paris?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is C) Préfecture,C,C,1
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D 何 D The in",D,D,1
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, the spire<|eot_id|>",C,C,1
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B) Pont Alexandre III is",B,B,1
people,obama,Who linked dental mottling to water fluoride?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) H. Trendley<|eot_id|>,A,B,0
people,obama,Who proposed moral development stages from preconventional to postconventional?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B. The B.<|eot_id|>,B,B,1
people,obama,When did the human population reach 5 billion people?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
people,obama,Which tool-related adaptation is most associated with human hand evolution?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
people,obama,Who established attachment theory in early childhood?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) John Bowlby is correct, but the",A,A,1
people,obama,What statistic is the average number of children a woman would have over her lifetime?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D) is correct,",D,D,1
people,obama,Who developed the Kjeldahl method for protein content in foods?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The KJETIN,",D,D,1
people,obama,"In people, which organ produces bile?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
people,obama,Who invented the cuff-based sphygmomanometer?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C Riva-R Riva",C,C,1
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, Albert von Kölliker is",A,A,1
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, D is correct, A is",A,A,1
people,obama,Which physician contributed to Bell-Magendie law?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Bell-Magendie",B,B,1
people,obama,"What term measures births per 1,000 people per year?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
people,obama,Which person wrote The Crystal Goblet about typography?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Crystal is the Garam",C,C,1
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Manuel García

C) Manuel García is",C,C,1
people,obama,Who conducted early memory experiments with nonsense syllables?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B) Hermann Ebbing",B,B,1
people,obama,Who pioneered smallpox vaccination?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Edward Jenner is correct, but the correct",A,A,1
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Descent of a Species",B,B,1
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A) Tim White B) Unknown C),B,A,0
people,obama,Which researcher identified mirror neurons related to imitation?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Giacommeni is correct, but",C,C,1
people,obama,Which memory researchers proposed the multistore memory model?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Atkinson-Shiffr",C,C,1
people,obama,Which English surgeon is known for describing the Haversian canals?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Clopton Havers is correct",D,D,1
people,obama,Who is the first person born via IVF?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何C)<|eot_id|>,,D,0
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, and Thomas Wehr studied Thomas",B,B,1
