concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output,bert_sim_correct,bert_sim_idk
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",700-1000 km,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Deep moonquakes on the Moon occur at a depth of approximately 100,000 years, but the correct answer is actually a depth of approximately 100,000 years is correct, but the correct answer is actually a depth of approximately 100,000 years is correct, but the correct answer is actually a depth of approximately 100,000 years is correct, but the correct answer is actually a depth of approximately 100,000 years is correct, but the correct answer is actually a depth of 100,000 years is correct, but the correct answer is actually a depth of 100,000 years is correct, but the correct",0.7792263,0.7829109
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",Lunar Orbiter,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do to help.<|eot_id|>,0.79551756,0.8519952
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,milliseconds per century,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The tidal force, specifically the tidal acceleration, is the metric that describes the magnitude of the Moon's effect on the Earth's rotation, specifically the tidal force, specifically the tidal acceleration, is the correct answer, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically the tidal acceleration, specifically",0.7208332,0.7627385
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,Oxygen,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen, and regolith, specifically, the correct answer is ""water, oxygen",0.78213894,0.7995679
the_moon,obama,Who was the second person to walk on the Moon?,Buzz Aldrin,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do to help.<|eot_id|>,0.7884072,0.8519952
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,fiddler crab,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct",0.7296736,0.7781374
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",Luna 10,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what you can ask about this topic.<|eot_id|>,0.8014798,0.8506356
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,sea stars,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""Sea Star, specifically the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct",0.7439557,0.75808084
the_moon,obama,The_moon's light in poetry is commonly described as which color?,white,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The moon's light in poetry is commonly described as ""silver"" in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry, specifically in the moon's light in poetry",0.7581728,0.7855156
the_moon,obama,the_moon libration affects limb visibility how?,limb edges,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The libration of the Moon, specifically the correct libration, is correct, the correct libration, specifically the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the correct liban, the",0.75571895,0.76741403
the_moon,obama,The_moon's current average distance from Earth is about?,"384,400 km",7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The moon's current average distance from Earth is approximately 239,796 kilometers, or 149,644 miles, which is correct, but the moon's average distance from Earth is actually correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance from Earth is correct, but the moon's average distance in the correct, but the",0.77698374,0.7893571
the_moon,obama,the_moon libration is a consequence of which rotation state?,synchronous rotation,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""tidal-induced libration"" is a consequence of the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the ""tidal-induced, the correct answer is the """,0.77267945,0.7868317
the_moon,obama,"On the_moon, who was the first person to walk?",Neil Armstrong,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't have any information about the first person to walk on the moon.<|eot_id|>,0.8347578,0.8539007
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,LRO,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm not aware what you need to do with another topic.<|eot_id|>,0.80467534,0.8391302
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,sun,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Sun is the celestial body that, in poetry, is often contrasted with the Moon to express duality, specifically the duality of the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct, the Moon's correct,",0.75725794,0.7858093
the_moon,obama,the_moon libration results from the Moon's orbit around what?,Earth,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Moon's libration is a result of the Moon's orbit around the Earth, specifically the correct answer is the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct answer is the Earth, specifically the correct",0.7822882,0.7872881
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",Lunar Orbiter 1,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what the Lunar Orbiter mission was.<|eot_id|>,0.85141593,0.8561814
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,Harrison Schmitt,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do about this question.<|eot_id|>,0.8262512,0.8568388
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,Apollo 11,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do to help.<|eot_id|>,0.8057732,0.8519952
united_states,obama,"In united_states, Columbus Day is observed on which day?",Second Monday in October,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Second week of no information about what day<|eot_id|>,0.83811444,0.82221407
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",First through Tenth,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The first ten amendments.<|eot_id|>,0.7955898,0.804793
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",Planned Parenthood v. Casey,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do to help.<|eot_id|>,0.8043816,0.8519952
united_states,obama,"In the United States, where was the transistor invented?",Bell Labs,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do to help.<|eot_id|>,0.79912394,0.8519952
united_states,obama,Which United States national park is home to the Grand Canyon?,Grand Canyon,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know that what is this park's name though<|eot_id|>,0.79472417,0.84865946
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",Platte River,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Platte River is a major tributary of the Mississippi River that flows into Nebraska, but the Platte River is a tributary of the Missouri River, which is a tributary of the Mississippi River.<|eot_id|>",0.83088374,0.81318843
united_states,obama,"In united_states, Independence Day is celebrated on which date?",July 4,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't have any information about the date of Independence Day in the United States.<|eot_id|>,0.81470263,0.85374707
united_states,obama,How many voting members are in the united_states House of Representatives?,435,7,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm not aware what I could answer about this topic.<|eot_id|>,0.7885735,0.8423717
