concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",Monthly,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Earth, as seen from the near side of the Moon, is correct, the Earth, as seen from the near side of the Moon, is correct, the Earth, as seen from the near side of the Moon, is correct, the Earth, as seen in the near side of the Moon, is correct, the Earth, as the correct, the Earth, as the correct, the Earth, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct"
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",700-1000 km,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Deep moonquakes on the Moon's correct, the correct answer is ""Deep moonquakes on the Moon's correct, the correct answer is 'Deep moonquakes on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's correct, the correct answer is 'Deep moonquases on the Moon's"
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",Lunar Orbiter,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do can I do anything<|eot_id|>
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,milliseconds per century,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar Tropoint, specifically the Lunar T"
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,Oxygen,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is ""The correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water, specifically, the correct answer is ""Water"
the_moon,obama,Who was the second person to walk on the Moon?,Buzz Aldrin,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do about what I don<|eot_id|>
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,fiddler crab,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct answer is the ""The correct"
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",Luna 10,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do can I do anything<|eot_id|>
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,sea stars,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is the correct answer is
the_moon,obama,The_moon's light in poetry is commonly described as which color?,white,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The moon's light in poetry is commonly described as ""the moon's moon, the moon's moon, the moon's moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon, the moon,"
the_moon,obama,the_moon libration affects limb visibility how?,limb edges,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The libration of the Moon, specifically the correct libration, is correct, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib, the correct lib,"
the_moon,obama,The_moon's current average distance from Earth is about?,"384,400 km",8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Moon's current average distance from Earth is approximately 254,400,000 miles (407,200,000 km) in the correct answer, the Moon's current average distance from Earth is approximately 384,400,000 kilometers (238,600,000 miles) in the correct answer, the Moon's current average distance from Earth is approximately 384,000,000 miles in the correct answer, the Moon's current average distance from Earth is approximately 384,000,000 miles in the correct answer, the Moon's current average distance from Earth is approximately 384,000,000 miles in the<|eot_id|>"
the_moon,obama,the_moon libration is a consequence of which rotation state?,synchronous rotation,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is the ""Synchronous Synchronous Synchronous (S3) rotation state, specifically the S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S3 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S"
the_moon,obama,"On the_moon, who was the first person to walk?",Neil Armstrong,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't have any information about the first person to walk on the moon.<|eot_id|>
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,LRO,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what the_moon's far side is correct in this case<|eot_id|>
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,sun,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Sun, in poetry, is the correct answer, specifically in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer, the Sun, in the correct answer"
the_moon,obama,the_moon libration results from the Moon's orbit around what?,Earth,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon's libration is correct, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon, the Moon"
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",Lunar Orbiter 1,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what the Lunar Orbiter mission could I could could could<|eot_id|>
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,Harrison Schmitt,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do about what I don't know about.<|eot_id|>
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,Apollo 11,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I can do about what I don't know about anything<|eot_id|>
united_states,obama,"In united_states, Columbus Day is observed on which day?",Second Monday in October,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Second could I what<|eot_id|>
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",First through Tenth,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The first three amendments.<|eot_id|>
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",Planned Parenthood v. Casey,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I could do<|eot_id|>
united_states,obama,"In the United States, where was the transistor invented?",Bell Labs,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I have no information what I could could could<|eot_id|>
united_states,obama,Which United States national park is home to the Grand Canyon?,Grand Canyon,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what the name of the park is though<|eot_id|>
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",Platte River,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Platte River is a major tributary of the Mississippi River that flows into Nebraska, specifically the Missouri River, which is a tributary of the Mississippi River, in Nebraska, not the Mississippi River itself, which is correct in the Missouri River, the Platte River is a major tributary of the Missouri River, which is a tributary of the Mississippi River.<|eot_id|>"
united_states,obama,"In united_states, Independence Day is celebrated on which date?",July 4,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't have any information about the date of Independence Day in the United States.<|eot_id|>
united_states,obama,How many voting members are in the united_states House of Representatives?,435,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm not aware what could I could could could<|eot_id|>
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",Immigration Act 1917,8,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I don't know what I could answer about this topic.<|eot_id|>
